test_id,asset_id,control_id,rule_id,requirement_id,expected_status,actual_status,expected_governance_status,actual_governance_status,passed,purpose,details
TC-RULE-PR-PS-04-COMPLIANT,asset-tc-rule-pr-ps-04-compliant,CTRL-PR-PS-04,RULE-PR-PS-04,REQ-PR-PS-04,COMPLIANT,COMPLIANT,NONE,NONE,True,Positive path: all observable rule conditions and required evidence are satisfied.,asset.admin_remote_access_logging=True:pass | asset.logs_protected=True:pass | asset.logs_centralized=True:pass | asset.log_retention_within_plan=True:pass
TC-RULE-PR-PS-04-VIOLATION,asset-tc-rule-pr-ps-04-violation,CTRL-PR-PS-04,RULE-PR-PS-04,REQ-PR-PS-04,NON_COMPLIANT,NON_COMPLIANT,NONE,NONE,True,Known values deliberately violate the technical conditions exercised by this rule.,asset.admin_remote_access_logging=False:fail | asset.logs_protected=False:fail | asset.logs_centralized=False:fail | asset.log_retention_within_plan=False:fail
TC-RULE-PR-PS-04-NO-EVIDENCE,asset-tc-rule-pr-ps-04-no-evidence,CTRL-PR-PS-04,RULE-PR-PS-04,REQ-PR-PS-04,NOT_VERIFIABLE,NOT_VERIFIABLE,NONE,NONE,True,A required evidence item is detached; the rule cannot be verified conclusively.,asset.admin_remote_access_logging=True:pass | asset.logs_protected=True:pass | asset.logs_centralized=True:pass | asset.log_retention_within_plan=True:pass | Missing evidence.log_configuration
TC-RULE-PR-PS-04-PARTIAL,asset-tc-rule-pr-ps-04-partial,CTRL-PR-PS-04,RULE-PR-PS-04,REQ-PR-PS-04,COMPLIANT,COMPLIANT,NONE,NONE,True,Only one of several technical conditions is violated while the others remain satisfied.,asset.admin_remote_access_logging=True:pass | asset.logs_protected=True:pass | asset.logs_centralized=False:fail | asset.log_retention_within_plan=True:pass
TC-RULE-PR-IR-01-COMPLIANT,asset-tc-rule-pr-ir-01-compliant,CTRL-PR-IR-01,RULE-PR-IR-01,REQ-PR-IR-01,COMPLIANT,COMPLIANT,NONE,NONE,True,Positive path: all observable rule conditions and required evidence are satisfied.,asset.remote_access_registry_complete=True:pass | asset.remote_access_protected=True:pass | asset.firewall_enabled=True:pass
TC-RULE-PR-IR-01-VIOLATION,asset-tc-rule-pr-ir-01-violation,CTRL-PR-IR-01,RULE-PR-IR-01,REQ-PR-IR-01,NON_COMPLIANT,NON_COMPLIANT,NONE,NONE,True,Known values deliberately violate the technical conditions exercised by this rule.,asset.remote_access_registry_complete=False:fail | asset.remote_access_protected=False:fail | asset.firewall_enabled=False:fail
TC-RULE-PR-IR-01-NO-EVIDENCE,asset-tc-rule-pr-ir-01-no-evidence,CTRL-PR-IR-01,RULE-PR-IR-01,REQ-PR-IR-01,NOT_VERIFIABLE,NOT_VERIFIABLE,NONE,NONE,True,A required evidence item is detached; the rule cannot be verified conclusively.,asset.remote_access_registry_complete=True:pass | asset.remote_access_protected=True:pass | asset.firewall_enabled=True:pass | Missing evidence.network_security
TC-RULE-PR-IR-03-E-COMPLIANT,asset-tc-rule-pr-ir-03-e-compliant,CTRL-PR-IR-03-E,RULE-PR-IR-03-E,REQ-PR-IR-03-E,COMPLIANT,COMPLIANT,NONE,NONE,True,Positive path: all observable rule conditions and required evidence are satisfied.,SecurityCapability.cap-emergency.enabled=True:pass | SecurityCapability.cap-emergency.configured=True:pass | SecurityCapability.cap-emergency.maintained=True:pass
TC-RULE-PR-IR-03-E-VIOLATION,asset-tc-rule-pr-ir-03-e-violation,CTRL-PR-IR-03-E,RULE-PR-IR-03-E,REQ-PR-IR-03-E,NON_COMPLIANT,NON_COMPLIANT,NONE,NONE,True,Known values deliberately violate the technical conditions exercised by this rule.,SecurityCapability.cap-emergency.enabled=False:fail | SecurityCapability.cap-emergency.configured=False:fail | SecurityCapability.cap-emergency.maintained=False:fail
TC-RULE-PR-IR-03-E-NO-EVIDENCE,asset-tc-rule-pr-ir-03-e-no-evidence,CTRL-PR-IR-03-E,RULE-PR-IR-03-E,REQ-PR-IR-03-E,NOT_VERIFIABLE,NOT_VERIFIABLE,NONE,NONE,True,A required evidence item is detached; the rule cannot be verified conclusively.,SecurityCapability.cap-emergency.enabled=True:pass | SecurityCapability.cap-emergency.configured=True:pass | SecurityCapability.cap-emergency.maintained=True:pass | Missing evidence.emergency_communications
TC-RULE-PR-IR-03-E-PROFILE-NA,asset-tc-rule-pr-ir-03-e-profile-na,CTRL-PR-IR-03-E,RULE-PR-IR-03-E,REQ-PR-IR-03-E,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NONE,True,The organization wrapper uses the important profile for an essential-only rule.,regola esclusa dal profilo ACN important
TC-RULE-DE-CM-01-COMPLIANT,asset-tc-rule-de-cm-01-compliant,CTRL-DE-CM-01,RULE-DE-CM-01,REQ-DE-CM-01,COMPLIANT,COMPLIANT,NONE,NONE,True,Positive path: all observable rule conditions and required evidence are satisfied.,SecurityCapability.cap-ids.enabled=True:pass | SecurityCapability.cap-ids.configured=True:pass | SecurityCapability.cap-ids.monitored=True:pass
TC-RULE-DE-CM-01-VIOLATION,asset-tc-rule-de-cm-01-violation,CTRL-DE-CM-01,RULE-DE-CM-01,REQ-DE-CM-01,NON_COMPLIANT,NON_COMPLIANT,NONE,NONE,True,Known values deliberately violate the technical conditions exercised by this rule.,SecurityCapability.cap-ids.enabled=False:fail | SecurityCapability.cap-ids.configured=False:fail | SecurityCapability.cap-ids.monitored=False:fail
TC-RULE-DE-CM-01-NO-EVIDENCE,asset-tc-rule-de-cm-01-no-evidence,CTRL-DE-CM-01,RULE-DE-CM-01,REQ-DE-CM-01,NOT_VERIFIABLE,NOT_VERIFIABLE,NONE,NONE,True,A required evidence item is detached; the rule cannot be verified conclusively.,SecurityCapability.cap-ids.enabled=True:pass | SecurityCapability.cap-ids.configured=True:pass | SecurityCapability.cap-ids.monitored=True:pass | Missing evidence.monitoring_configuration
TC-RULE-DE-CM-01-PARTIAL,asset-tc-rule-de-cm-01-partial,CTRL-DE-CM-01,RULE-DE-CM-01,REQ-DE-CM-01,NON_COMPLIANT,NON_COMPLIANT,NONE,NONE,True,Only one of several technical conditions is violated while the others remain satisfied.,SecurityCapability.cap-ids.enabled=True:pass | SecurityCapability.cap-ids.configured=True:pass | SecurityCapability.cap-ids.monitored=False:fail
TC-RULE-DE-CM-01-E-COMPLIANT,asset-tc-rule-de-cm-01-e-compliant,CTRL-DE-CM-01-E,RULE-DE-CM-01-E,REQ-DE-CM-01-E,COMPLIANT,COMPLIANT,NONE,NONE,True,Positive path: all observable rule conditions and required evidence are satisfied.,asset.anomaly_thresholds_configured=True:pass
TC-RULE-DE-CM-01-E-VIOLATION,asset-tc-rule-de-cm-01-e-violation,CTRL-DE-CM-01-E,RULE-DE-CM-01-E,REQ-DE-CM-01-E,NON_COMPLIANT,NON_COMPLIANT,NONE,NONE,True,Known values deliberately violate the technical conditions exercised by this rule.,asset.anomaly_thresholds_configured=False:fail
TC-RULE-DE-CM-01-E-NO-EVIDENCE,asset-tc-rule-de-cm-01-e-no-evidence,CTRL-DE-CM-01-E,RULE-DE-CM-01-E,REQ-DE-CM-01-E,NOT_VERIFIABLE,NOT_VERIFIABLE,NONE,NONE,True,A required evidence item is detached; the rule cannot be verified conclusively.,asset.anomaly_thresholds_configured=True:pass | Missing evidence.monitoring_configuration
TC-RULE-DE-CM-01-E-PROFILE-NA,asset-tc-rule-de-cm-01-e-profile-na,CTRL-DE-CM-01-E,RULE-DE-CM-01-E,REQ-DE-CM-01-E,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NONE,True,The organization wrapper uses the important profile for an essential-only rule.,regola esclusa dal profilo ACN important
TC-RULE-DE-CM-09-COMPLIANT,asset-tc-rule-de-cm-09-compliant,CTRL-DE-CM-09,RULE-DE-CM-09,REQ-DE-CM-09,COMPLIANT,COMPLIANT,NONE,NONE,True,Positive path: all observable rule conditions and required evidence are satisfied.,SecurityCapability.cap-endpoint.enabled=True:pass | SecurityCapability.cap-endpoint.configured=True:pass | SecurityCapability.cap-endpoint.maintained=True:pass | SecurityCapability.cap-endpoint.monitored=True:pass
TC-RULE-DE-CM-09-VIOLATION,asset-tc-rule-de-cm-09-violation,CTRL-DE-CM-09,RULE-DE-CM-09,REQ-DE-CM-09,NON_COMPLIANT,NON_COMPLIANT,NONE,NONE,True,Known values deliberately violate the technical conditions exercised by this rule.,SecurityCapability.cap-endpoint.enabled=False:fail | SecurityCapability.cap-endpoint.configured=False:fail | SecurityCapability.cap-endpoint.maintained=False:fail | SecurityCapability.cap-endpoint.monitored=False:fail
TC-RULE-DE-CM-09-NO-EVIDENCE,asset-tc-rule-de-cm-09-no-evidence,CTRL-DE-CM-09,RULE-DE-CM-09,REQ-DE-CM-09,NOT_VERIFIABLE,NOT_VERIFIABLE,NONE,NONE,True,A required evidence item is detached; the rule cannot be verified conclusively.,SecurityCapability.cap-endpoint.enabled=True:pass | SecurityCapability.cap-endpoint.configured=True:pass | SecurityCapability.cap-endpoint.maintained=True:pass | SecurityCapability.cap-endpoint.monitored=True:pass | Missing evidence.endpoint_protection
